# file...... output/IEEE_123_feeder_0_climate.csv
# date...... Fri Jul 26 12:25:41 2019
# user...... ankit
# host...... (null)
# target.... climate 1
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,temperature,humidity
2013-07-29 12:00:00 PST,+100.942,+0.27
2013-07-29 12:00:01 PST,+100.942,+0.27
2013-07-29 12:00:02 PST,+100.942,+0.27
2013-07-29 12:00:03 PST,+100.942,+0.27
2013-07-29 12:00:04 PST,+100.942,+0.27
2013-07-29 12:00:05 PST,+100.942,+0.27
2013-07-29 12:00:06 PST,+100.942,+0.27
2013-07-29 12:00:07 PST,+100.942,+0.27
2013-07-29 12:00:08 PST,+100.942,+0.27
2013-07-29 12:00:09 PST,+100.942,+0.27
2013-07-29 12:00:10 PST,+100.942,+0.27
2013-07-29 12:00:11 PST,+100.942,+0.27
2013-07-29 12:00:12 PST,+100.942,+0.27
2013-07-29 12:00:13 PST,+100.942,+0.27
2013-07-29 12:00:14 PST,+100.942,+0.27
2013-07-29 12:00:15 PST,+100.942,+0.27
2013-07-29 12:00:16 PST,+100.942,+0.27
2013-07-29 12:00:17 PST,+100.942,+0.27
2013-07-29 12:00:18 PST,+100.942,+0.27
2013-07-29 12:00:19 PST,+100.942,+0.27
2013-07-29 12:00:20 PST,+100.942,+0.27
2013-07-29 12:00:21 PST,+100.942,+0.27
2013-07-29 12:00:22 PST,+100.942,+0.27
2013-07-29 12:00:23 PST,+100.942,+0.27
2013-07-29 12:00:24 PST,+100.942,+0.27
2013-07-29 12:00:25 PST,+100.942,+0.27
2013-07-29 12:00:26 PST,+100.942,+0.27
2013-07-29 12:00:27 PST,+100.942,+0.27
2013-07-29 12:00:28 PST,+100.942,+0.27
2013-07-29 12:00:29 PST,+100.942,+0.27
2013-07-29 12:00:30 PST,+100.942,+0.27
2013-07-29 12:00:31 PST,+100.942,+0.27
2013-07-29 12:00:32 PST,+100.942,+0.27
2013-07-29 12:00:33 PST,+100.942,+0.27
2013-07-29 12:00:34 PST,+100.942,+0.27
2013-07-29 12:00:35 PST,+100.942,+0.27
2013-07-29 12:00:36 PST,+100.942,+0.27
2013-07-29 12:00:37 PST,+100.942,+0.27
2013-07-29 12:00:38 PST,+100.942,+0.27
2013-07-29 12:00:39 PST,+100.942,+0.27
2013-07-29 12:00:40 PST,+100.942,+0.27
2013-07-29 12:00:41 PST,+100.942,+0.27
2013-07-29 12:00:42 PST,+100.942,+0.27
2013-07-29 12:00:43 PST,+100.942,+0.27
2013-07-29 12:00:44 PST,+100.942,+0.27
2013-07-29 12:00:45 PST,+100.942,+0.27
2013-07-29 12:00:46 PST,+100.942,+0.27
2013-07-29 12:00:47 PST,+100.942,+0.27
2013-07-29 12:00:48 PST,+100.942,+0.27
2013-07-29 12:00:49 PST,+100.942,+0.27
2013-07-29 12:00:50 PST,+100.942,+0.27
2013-07-29 12:00:51 PST,+100.942,+0.27
2013-07-29 12:00:52 PST,+100.942,+0.27
2013-07-29 12:00:53 PST,+100.942,+0.27
2013-07-29 12:00:54 PST,+100.942,+0.27
2013-07-29 12:00:55 PST,+100.942,+0.27
2013-07-29 12:00:56 PST,+100.942,+0.27
2013-07-29 12:00:57 PST,+100.961,+0.270249
2013-07-29 12:00:58 PST,+100.961,+0.270249
2013-07-29 12:00:59 PST,+100.961,+0.270249
2013-07-29 12:01:00 PST,+100.961,+0.270249
2013-07-29 12:01:01 PST,+100.961,+0.270249
2013-07-29 12:01:02 PST,+100.961,+0.270249
2013-07-29 12:01:03 PST,+100.961,+0.270249
2013-07-29 12:01:04 PST,+100.961,+0.270249
2013-07-29 12:01:05 PST,+100.961,+0.270249
2013-07-29 12:01:06 PST,+100.961,+0.270249
2013-07-29 12:01:07 PST,+100.961,+0.270249
2013-07-29 12:01:08 PST,+100.961,+0.270249
2013-07-29 12:01:09 PST,+100.961,+0.270249
2013-07-29 12:01:10 PST,+100.961,+0.270249
2013-07-29 12:01:11 PST,+100.961,+0.270249
2013-07-29 12:01:12 PST,+100.961,+0.270249
2013-07-29 12:01:13 PST,+100.961,+0.270249
2013-07-29 12:01:14 PST,+100.961,+0.270249
